GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,MIN,OFF_RATING,DEF_RATING,NET_RATING,PACE,TS_PCT,FTA_RATE,TM_AST_PCT,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT_MR,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_PAINT,PCT_AST_FGM,PCT_UAST_FGM,OPP_FG3_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT
-1627747-1627777-1629027-1630168-1630700-,C. LeVert - G. Niang - T. Young - O. Okongwu - D. Daniels,1610612737,ATL,106.2,120.8,115.7,5.2,107.55,0.636,0.397,0.653,0.557,0.443,0.028,0.124,0.224,0.448,0.653,0.347,0.391,0.574,0.267,0.114
-1626167-1627783-1630169-1631097-1631245-,M. Turner - P. Siakam - T. Haliburton - B. Mathurin - Q. Jackson,1610612754,IND,106.2,113.8,119.2,-5.4,98.74,0.605,0.261,0.681,0.62,0.38,0.097,0.101,0.153,0.411,0.681,0.319,0.419,0.574,0.245,0.119
-1626167-1629614-1630167-1630169-1631097-,M. Turner - A. Nembhard - O. Toppin - T. Haliburton - B. Mathurin,1610612754,IND,106.1,110.9,106.5,4.4,104.5,0.584,0.313,0.652,0.589,0.411,0.071,0.09,0.173,0.439,0.652,0.348,0.297,0.488,0.207,0.116
-203471-1627827-1629651-1629661-1630560-,D. Schröder - D. Finney-Smith - N. Claxton - C. Johnson - C. Thomas,1610612751,BKN,105.8,116.2,104.2,12.0,97.34,0.603,0.245,0.611,0.527,0.473,0.056,0.08,0.151,0.398,0.611,0.389,0.359,0.531,0.254,0.169
-202696-203897-1629632-1630172-1630245-,N. Vučević - Z. LaVine - C. White - P. Williams - A. Dosunmu,1610612741,CHI,105.2,107.5,109.0,-1.5,110.68,0.587,0.258,0.767,0.535,0.465,0.062,0.193,0.174,0.371,0.767,0.233,0.308,0.524,0.178,0.082
-2544-203076-1626156-1629060-1630559-,L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves,1610612747,LAL,104.8,109.6,104.0,5.6,104.69,0.557,0.323,0.824,0.652,0.348,0.056,0.234,0.187,0.484,0.824,0.176,0.315,0.507,0.166,0.141
-203991-1629027-1629631-1630552-1630700-,C. Capela - T. Young - D. Hunter - J. Johnson - D. Daniels,1610612737,ATL,104.5,111.7,100.0,11.7,108.9,0.564,0.35,0.688,0.646,0.354,0.03,0.179,0.209,0.47,0.688,0.312,0.381,0.523,0.231,0.188
-202696-203897-1629632-1630245-1630581-,N. Vučević - Z. LaVine - C. White - A. Dosunmu - J. Giddey,1610612741,CHI,104.3,116.7,119.8,-3.2,107.23,0.643,0.228,0.728,0.554,0.446,0.037,0.172,0.106,0.44,0.728,0.272,0.321,0.574,0.233,0.078
-1626156-1629651-1629661-1630533-1630553-,D. Russell - N. Claxton - C. Johnson - Z. Williams - K. Johnson,1610612751,BKN,104.1,88.1,110.9,-22.8,100.99,0.459,0.153,0.639,0.495,0.505,0.052,0.125,0.12,0.438,0.639,0.361,0.333,0.568,0.177,0.136
-1627736-1630191-1631204-1631323-1641842-,M. Beasley - I. Stewart - M. Sasser - S. Fontecchio - R. Holland II,1610612765,DET,103.2,109.3,115.2,-5.9,106.07,0.618,0.208,0.721,0.481,0.519,0.032,0.13,0.117,0.291,0.721,0.279,0.393,0.525,0.337,0.113
-1628379-1628991-1630217-1641744-1642377-,L. Kennard - J. Jackson Jr. - D. Bane - Z. Edey - J. Wells,1610612763,MEM,102.9,124.2,131.7,-7.5,102.6,0.633,0.192,0.56,0.712,0.288,0.125,0.099,0.107,0.493,0.56,0.44,0.43,0.636,0.184,0.104
-1627832-1628415-1630224-1630578-1631106-,F. VanVleet - D. Brooks - J. Green - A. Sengun - T. Eason,1610612745,HOU,102.4,112.4,108.4,4.1,103.08,0.562,0.274,0.5,0.617,0.383,0.079,0.178,0.178,0.411,0.5,0.5,0.315,0.513,0.214,0.126
-201566-203932-203999-1627750-1629008-,R. Westbrook - A. Gordon - N. Jokić - J. Murray - M. Porter Jr.,1610612743,DEN,102.3,126.0,118.8,7.2,106.69,0.63,0.239,0.649,0.67,0.33,0.076,0.165,0.127,0.529,0.649,0.351,0.446,0.589,0.214,0.107
-1628415-1630224-1630578-1631095-1641708-,D. Brooks - J. Green - A. Sengun - J. Smith Jr. - A. Thompson,1610612745,HOU,101.6,112.7,104.7,8.0,99.94,0.557,0.242,0.393,0.649,0.351,0.1,0.113,0.159,0.452,0.393,0.607,0.342,0.521,0.133,0.1
-2544-1627827-1629029-1629637-1630559-,L. James - D. Finney-Smith - L. Dončić - J. Hayes - A. Reaves,1610612747,LAL,101.5,117.4,116.3,1.1,98.32,0.625,0.343,0.639,0.556,0.444,0.049,0.103,0.193,0.387,0.639,0.361,0.405,0.543,0.277,0.096
-2544-1629029-1629060-1629637-1630559-,L. James - L. Dončić - R. Hachimura - J. Hayes - A. Reaves,1610612747,LAL,99.7,112.3,111.4,1.0,105.66,0.609,0.265,0.624,0.597,0.403,0.049,0.175,0.142,0.504,0.624,0.376,0.436,0.565,0.182,0.109
-101108-203084-1630577-1631110-1641705-,C. Paul - H. Barnes - J. Champagnie - J. Sochan - V. Wembanyama,1610612759,SAS,99.5,102.9,108.3,-5.4,99.83,0.547,0.181,0.709,0.533,0.467,0.093,0.135,0.135,0.381,0.709,0.291,0.4,0.497,0.171,0.117
-203497-1629638-1629675-1630162-1630183-,R. Gobert - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,1610612750,MIN,98.0,102.5,111.3,-8.9,101.9,0.542,0.161,0.526,0.55,0.45,0.019,0.077,0.11,0.44,0.526,0.474,0.397,0.572,0.259,0.156
-1626157-1626166-1628384-1628404-1628969-,K. Towns - C. Payne - O. Anunoby - J. Hart - M. Bridges,1610612752,NYK,97.7,120.8,105.8,14.9,101.47,0.625,0.294,0.729,0.661,0.339,0.088,0.196,0.144,0.504,0.729,0.271,0.441,0.545,0.193,0.18
-201144-203944-1629675-1630162-1630183-,M. Conley - J. Randle - N. Reid - A. Edwards - J. McDaniels,1610612750,MIN,97.4,109.0,110.6,-1.6,103.52,0.61,0.272,0.646,0.503,0.497,0.061,0.147,0.169,0.329,0.646,0.354,0.417,0.549,0.163,0.135
-203468-1627749-1629750-1630530-1642274-,C. McCollum - D. Murray - J. Green - T. Murphy III - Y. Missi,1610612740,NOP,96.9,111.0,112.1,-1.1,104.75,0.526,0.219,0.539,0.592,0.408,0.069,0.147,0.125,0.483,0.539,0.461,0.268,0.542,0.222,0.168
-203471-1627732-1627827-1629661-1630560-,D. Schröder - B. Simmons - D. Finney-Smith - C. Johnson - C. Thomas,1610612751,BKN,95.2,109.3,112.7,-3.4,103.4,0.618,0.224,0.713,0.509,0.491,0.098,0.161,0.156,0.357,0.713,0.288,0.391,0.565,0.296,0.156
-1629027-1629631-1630168-1630552-1630700-,T. Young - D. Hunter - O. Okongwu - J. Johnson - D. Daniels,1610612737,ATL,94.8,120.5,116.9,3.7,110.86,0.643,0.471,0.57,0.594,0.406,0.008,0.083,0.258,0.462,0.57,0.43,0.373,0.547,0.311,0.123
-202710-1626179-1628389-1629639-1631107-,J. Butler - T. Rozier - B. Adebayo - T. Herro - N. Jović,1610612748,MIA,94.6,104.7,124.5,-19.7,96.93,0.53,0.281,0.657,0.605,0.395,0.05,0.095,0.176,0.412,0.657,0.343,0.381,0.583,0.229,0.109
-1627736-1630191-1630595-1631323-1641842-,M. Beasley - I. Stewart - C. Cunningham - S. Fontecchio - R. Holland II,1610612765,DET,93.4,97.6,103.4,-5.9,105.34,0.499,0.2,0.634,0.535,0.465,0.05,0.209,0.149,0.368,0.634,0.366,0.278,0.497,0.263,0.142
-201935-1626181-1627826-1627884-1629599-,J. Harden - N. Powell - I. Zubac - D. Jones Jr. - A. Coffey,1610612746,LAC,93.2,108.7,106.3,2.3,106.56,0.649,0.367,0.63,0.647,0.353,0.035,0.159,0.177,0.469,0.63,0.37,0.323,0.522,0.41,0.121
-201942-202685-203897-1631099-1631165-,D. DeRozan - J. Valančiūnas - Z. LaVine - K. Murray - K. Ellis,1610612758,SAC,92.2,125.4,111.1,14.3,98.36,0.64,0.174,0.648,0.64,0.36,0.177,0.118,0.118,0.363,0.648,0.352,0.338,0.518,0.251,0.085
-1627832-1630224-1630578-1631095-1641708-,F. VanVleet - J. Green - A. Sengun - J. Smith Jr. - A. Thompson,1610612745,HOU,92.1,124.4,119.7,4.7,99.33,0.588,0.209,0.479,0.631,0.369,0.083,0.167,0.108,0.483,0.479,0.521,0.439,0.581,0.197,0.101
-1626167-1629614-1630167-1630169-1630174-,M. Turner - A. Nembhard - O. Toppin - T. Haliburton - A. Nesmith,1610612754,IND,91.6,125.3,107.3,18.0,99.34,0.627,0.155,0.759,0.489,0.511,0.077,0.176,0.094,0.352,0.759,0.241,0.309,0.52,0.146,0.098
-202685-1628398-1630557-1642267-1642273-,J. Valančiūnas - K. Kuzma - C. Kispert - B. Carrington - K. George,1610612764,WAS,91.2,106.7,131.1,-24.3,100.74,0.604,0.212,0.671,0.545,0.455,0.097,0.107,0.136,0.301,0.671,0.329,0.393,0.594,0.304,0.079
-1628389-1629130-1629312-1629639-1642276-,B. Adebayo - D. Robinson - H. Highsmith - T. Herro - K. Ware,1610612748,MIA,90.3,107.0,105.3,1.6,99.42,0.616,0.187,0.703,0.533,0.467,0.08,0.09,0.115,0.37,0.703,0.297,0.31,0.509,0.168,0.096
-1628983-1629652-1631096-1631114-1641717-,S. Gilgeous-Alexander - L. Dort - C. Holmgren - J. Williams - C. Wallace,1610612760,OKC,90.0,118.1,96.6,21.5,109.34,0.596,0.17,0.495,0.665,0.335,0.075,0.174,0.112,0.515,0.495,0.505,0.379,0.47,0.199,0.175
-202681-202691-1629023-1629029-1629655-,K. Irving - K. Thompson - P. Washington - L. Dončić - D. Gafford,1610612742,DAL,89.5,110.6,119.4,-8.8,105.97,0.573,0.236,0.537,0.615,0.385,0.091,0.159,0.145,0.436,0.537,0.463,0.394,0.567,0.327,0.122
-201142-203486-1626145-1626164-1642346-,K. Durant - M. Plumlee - T. Jones - D. Booker - R. Dunn,1610612756,PHX,89.0,115.5,87.8,27.7,101.1,0.563,0.205,0.735,0.585,0.415,0.056,0.213,0.125,0.5,0.735,0.265,0.234,0.424,0.186,0.176
-202685-1629673-1630557-1641731-1642273-,J. Valančiūnas - J. Poole - C. Kispert - B. Coulibaly - K. George,1610612764,WAS,88.8,117.4,113.1,4.3,104.35,0.62,0.301,0.598,0.607,0.393,0.044,0.135,0.188,0.48,0.598,0.402,0.377,0.544,0.237,0.12
-1629673-1630551-1641731-1642259-1642267-,J. Poole - J. Champagnie - B. Coulibaly - A. Sarr - B. Carrington,1610612764,WAS,88.2,109.8,115.1,-5.3,105.01,0.583,0.14,0.638,0.465,0.535,0.047,0.146,0.07,0.347,0.638,0.363,0.338,0.534,0.247,0.099
-201942-203897-1626168-1627734-1631165-,D. DeRozan - Z. LaVine - T. Lyles - D. Sabonis - K. Ellis,1610612758,SAC,87.6,127.1,129.4,-2.4,93.14,0.645,0.216,0.58,0.575,0.425,0.093,0.097,0.125,0.407,0.58,0.42,0.453,0.66,0.312,0.124
-1626156-1629651-1630533-1630553-1630592-,D. Russell - N. Claxton - Z. Williams - K. Johnson - J. Wilson,1610612751,BKN,86.8,103.9,111.9,-8.0,98.47,0.55,0.221,0.725,0.552,0.448,0.022,0.183,0.118,0.441,0.725,0.275,0.356,0.552,0.159,0.153
-1627747-1627777-1628378-1630241-1630596-,C. LeVert - G. Niang - D. Mitchell - S. Merrill - E. Mobley,1610612739,CLE,84.5,120.8,86.6,34.2,101.43,0.64,0.342,0.662,0.493,0.507,0.028,0.167,0.153,0.344,0.662,0.338,0.239,0.422,0.183,0.162
-1626157-1628384-1628404-1628973-1630540-,K. Towns - O. Anunoby - J. Hart - J. Brunson - M. McBride,1610612752,NYK,84.4,130.8,96.4,34.4,96.11,0.673,0.275,0.583,0.638,0.362,0.044,0.107,0.147,0.489,0.583,0.417,0.406,0.544,0.184,0.169
-203471-1627736-1630191-1631323-1641842-,D. Schröder - M. Beasley - I. Stewart - S. Fontecchio - R. Holland II,1610612765,DET,84.3,110.3,106.3,4.0,107.32,0.592,0.303,0.773,0.533,0.467,0.02,0.157,0.196,0.314,0.773,0.227,0.281,0.461,0.32,0.089
-1626157-1626166-1628404-1628969-1630540-,K. Towns - C. Payne - J. Hart - M. Bridges - M. McBride,1610612752,NYK,83.4,123.2,101.1,22.1,105.3,0.642,0.242,0.675,0.548,0.452,0.054,0.197,0.152,0.404,0.675,0.325,0.283,0.533,0.222,0.168
-202699-203501-1630191-1630595-1631093-,T. Harris - T. Hardaway Jr. - I. Stewart - C. Cunningham - J. Ivey,1610612765,DET,83.2,116.7,115.1,1.6,99.84,0.594,0.156,0.692,0.644,0.356,0.099,0.177,0.108,0.424,0.692,0.308,0.406,0.497,0.276,0.093
-203484-1628976-1629048-1630591-1641783-,K. Caldwell-Pope - W. Carter Jr. - G. Bitadze - J. Suggs - T. da Silva,1610612753,ORL,83.1,103.0,105.6,-2.5,94.42,0.53,0.139,0.629,0.675,0.325,0.153,0.135,0.094,0.506,0.629,0.371,0.378,0.55,0.223,0.222
-201142-1626164-1630208-1631221-1642346-,K. Durant - D. Booker - N. Richards - C. Gillespie - R. Dunn,1610612756,PHX,82.5,125.3,129.9,-4.6,92.84,0.62,0.192,0.605,0.603,0.397,0.079,0.064,0.118,0.404,0.605,0.395,0.425,0.597,0.194,0.083
-1627747-1628378-1628386-1629636-1630596-,C. LeVert - D. Mitchell - J. Allen - D. Garland - E. Mobley,1610612739,CLE,82.4,121.9,101.1,20.8,102.76,0.657,0.264,0.603,0.608,0.392,0.055,0.06,0.157,0.415,0.603,0.397,0.28,0.503,0.287,0.166
-203484-1628976-1630532-1630591-1631094-,K. Caldwell-Pope - W. Carter Jr. - F. Wagner - J. Suggs - P. Banchero,1610612753,ORL,82.1,100.6,109.6,-9.0,103.84,0.527,0.272,0.694,0.536,0.464,0.09,0.14,0.185,0.371,0.694,0.306,0.356,0.541,0.299,0.135
-1626153-1626157-1628384-1628404-1628969-,D. Wright - K. Towns - O. Anunoby - J. Hart - M. Bridges,1610612752,NYK,81.2,119.5,120.6,-1.1,98.77,0.589,0.224,0.633,0.718,0.282,0.089,0.178,0.144,0.545,0.633,0.367,0.317,0.592,0.197,0.145
-202681-202691-203915-1629023-1629655-,K. Irving - K. Thompson - S. Dinwiddie - P. Washington - D. Gafford,1610612742,DAL,80.7,124.0,103.5,20.5,103.47,0.623,0.248,0.613,0.631,0.369,0.046,0.147,0.138,0.442,0.613,0.387,0.296,0.459,0.176,0.092
-201572-203081-1626171-1627752-1629018-,B. Lopez - D. Lillard - B. Portis - T. Prince - G. Trent Jr.,1610612749,MIL,80.5,120.2,111.8,8.5,100.79,0.635,0.236,0.527,0.583,0.417,0.119,0.129,0.149,0.376,0.527,0.473,0.313,0.536,0.109,0.106
-202699-203501-1627736-1630191-1630595-,T. Harris - T. Hardaway Jr. - M. Beasley - I. Stewart - C. Cunningham,1610612765,DET,80.1,104.7,94.4,10.3,110.91,0.608,0.235,0.606,0.49,0.51,0.05,0.14,0.135,0.35,0.606,0.394,0.291,0.464,0.238,0.128
-201942-1627734-1628368-1631099-1631165-,D. DeRozan - D. Sabonis - D. Fox - K. Murray - K. Ellis,1610612758,SAC,79.9,130.2,109.8,20.4,97.01,0.623,0.211,0.595,0.645,0.355,0.155,0.072,0.116,0.367,0.595,0.405,0.381,0.579,0.271,0.134
-1628392-1628983-1629652-1630598-1631114-,I. Hartenstein - S. Gilgeous-Alexander - L. Dort - A. Wiggins - J. Williams,1610612760,OKC,79.6,125.9,93.1,32.7,105.18,0.636,0.252,0.571,0.697,0.303,0.091,0.151,0.151,0.511,0.571,0.429,0.296,0.522,0.174,0.189
-1629673-1630551-1642259-1642267-1642358-,J. Poole - J. Champagnie - A. Sarr - B. Carrington - A. Johnson,1610612764,WAS,79.2,107.9,126.3,-18.5,100.63,0.573,0.196,0.571,0.455,0.545,0.034,0.169,0.14,0.371,0.571,0.429,0.359,0.564,0.182,0.09
-202696-203897-1628366-1630172-1630581-,N. Vučević - Z. LaVine - L. Ball - P. Williams - J. Giddey,1610612741,CHI,78.5,115.5,102.4,13.1,103.33,0.621,0.093,0.641,0.587,0.413,0.041,0.139,0.052,0.474,0.641,0.359,0.275,0.481,0.138,0.147
-203468-203482-1629627-1630530-1642274-,C. McCollum - K. Olynyk - Z. Williamson - T. Murphy III - Y. Missi,1610612740,NOP,78.5,117.5,128.2,-10.8,102.73,0.558,0.193,0.625,0.727,0.273,0.0,0.159,0.097,0.656,0.625,0.375,0.397,0.596,0.21,0.082
-203944-1629638-1629675-1630162-1630183-,J. Randle - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,1610612750,MIN,78.5,109.1,112.7,-3.5,100.9,0.575,0.234,0.603,0.504,0.496,0.067,0.134,0.162,0.369,0.603,0.397,0.355,0.558,0.238,0.108
-201587-201935-202695-1627739-1627826-,N. Batum - J. Harden - K. Leonard - K. Dunn - I. Zubac,1610612746,LAC,78.5,113.4,109.9,3.5,97.54,0.597,0.165,0.768,0.597,0.403,0.067,0.174,0.112,0.483,0.768,0.232,0.357,0.528,0.218,0.185
-1628970-1630163-1630182-1631109-1641706-,M. Bridges - L. Ball - J. Green - M. Williams - B. Miller,1610612766,CHA,76.9,117.8,111.7,6.1,101.8,0.558,0.155,0.753,0.534,0.466,0.042,0.104,0.078,0.396,0.753,0.247,0.39,0.567,0.176,0.117
-201143-201950-204001-1627759-1628401-,A. Horford - J. Holiday - K. Porziņģis - J. Brown - D. White,1610612738,BOS,76.7,117.2,105.7,11.4,100.17,0.616,0.159,0.648,0.531,0.469,0.031,0.094,0.11,0.419,0.648,0.352,0.311,0.507,0.175,0.121
-1627777-1628378-1629660-1630241-1630596-,G. Niang - D. Mitchell - T. Jerome - S. Merrill - E. Mobley,1610612739,CLE,76.1,98.2,110.9,-12.7,104.65,0.485,0.206,0.627,0.503,0.497,0.037,0.116,0.152,0.427,0.627,0.373,0.393,0.557,0.374,0.152
-1628970-1629610-1630163-1630182-1631109-,M. Bridges - D. Jeffries - L. Ball - J. Green - M. Williams,1610612766,CHA,76.1,132.5,113.6,18.9,100.64,0.655,0.252,0.75,0.573,0.427,0.029,0.13,0.149,0.462,0.75,0.25,0.397,0.585,0.163,0.173
-201950-1627759-1628369-1628401-1628436-,J. Holiday - J. Brown - J. Tatum - D. White - L. Kornet,1610612738,BOS,75.8,109.7,92.0,17.7,103.53,0.545,0.196,0.614,0.536,0.464,0.099,0.122,0.116,0.453,0.614,0.386,0.274,0.462,0.125,0.173
-201939-203110-203952-1630322-1631218-,S. Curry - D. Green - A. Wiggins - L. Waters III - T. Jackson-Davis,1610612744,GSW,75.8,124.1,117.4,6.7,102.3,0.644,0.172,0.747,0.531,0.469,0.05,0.169,0.095,0.378,0.747,0.253,0.361,0.544,0.231,0.093
-1627736-1630191-1631093-1631323-1641842-,M. Beasley - I. Stewart - J. Ivey - S. Fontecchio - R. Holland II,1610612765,DET,75.7,107.3,115.2,-8.0,104.36,0.569,0.181,0.688,0.549,0.451,0.056,0.096,0.13,0.373,0.688,0.313,0.451,0.592,0.206,0.104
-201142-1626145-1626164-1630208-1642346-,K. Durant - T. Jones - D. Booker - N. Richards - R. Dunn,1610612756,PHX,75.3,114.6,118.0,-3.4,95.91,0.609,0.25,0.609,0.625,0.375,0.185,0.058,0.145,0.324,0.609,0.391,0.377,0.52,0.159,0.1
-203484-1628976-1629048-1630532-1630591-,K. Caldwell-Pope - W. Carter Jr. - G. Bitadze - F. Wagner - J. Suggs,1610612753,ORL,75.0,129.3,97.3,31.9,94.72,0.691,0.287,0.657,0.607,0.393,0.042,0.158,0.158,0.484,0.657,0.343,0.357,0.547,0.263,0.221
-201142-203994-1626145-1626164-1626220-,K. Durant - J. Nurkić - T. Jones - D. Booker - R. O'Neale,1610612756,PHX,74.3,122.3,91.8,30.5,102.03,0.68,0.159,0.653,0.523,0.477,0.125,0.167,0.094,0.313,0.653,0.347,0.286,0.464,0.167,0.113
-1630166-1630703-1631101-1641739-1642270-,D. Avdija - S. Henderson - S. Sharpe - T. Camara - D. Clingan,1610612757,POR,73.9,91.6,109.4,-17.8,101.93,0.466,0.291,0.627,0.56,0.44,0.057,0.121,0.177,0.468,0.627,0.373,0.32,0.522,0.336,0.125
-201939-203110-203471-203952-1631218-,S. Curry - D. Green - D. Schröder - A. Wiggins - T. Jackson-Davis,1610612744,GSW,73.6,97.4,105.7,-8.2,102.76,0.518,0.077,0.754,0.585,0.415,0.053,0.086,0.059,0.474,0.754,0.246,0.41,0.556,0.084,0.145
-202685-1627763-1630557-1642267-1642273-,J. Valančiūnas - M. Brogdon - C. Kispert - C. Carrington - K. George,1610612764,WAS,73.0,107.8,116.6,-8.8,100.29,0.585,0.225,0.738,0.589,0.411,0.072,0.084,0.151,0.434,0.738,0.262,0.443,0.585,0.154,0.119
-203992-1629027-1629631-1630168-1630700-,B. Bogdanović - T. Young - D. Hunter - O. Okongwu - D. Daniels,1610612737,ATL,72.9,113.8,117.3,-3.5,106.01,0.554,0.199,0.667,0.616,0.384,0.022,0.126,0.154,0.462,0.667,0.333,0.406,0.625,0.273,0.142
-1627747-1627777-1628378-1629622-1630596-,C. LeVert - G. Niang - D. Mitchell - M. Strus - E. Mobley,1610612739,CLE,72.3,98.2,116.7,-18.5,106.58,0.543,0.221,0.636,0.404,0.596,0.049,0.105,0.154,0.296,0.636,0.364,0.418,0.554,0.15,0.103
-202331-1626162-1627824-1628997-1630178-,P. George - K. Oubre Jr. - G. Yabusele - C. Martin - T. Maxey,1610612755,PHI,72.1,128.7,103.9,24.7,100.5,0.593,0.245,0.465,0.517,0.483,0.073,0.166,0.124,0.383,0.465,0.535,0.411,0.544,0.246,0.171
-1628392-1628983-1629652-1630198-1631114-,I. Hartenstein - S. Gilgeous-Alexander - L. Dort - I. Joe - J. Williams,1610612760,OKC,71.5,118.1,101.9,16.2,105.42,0.58,0.215,0.493,0.674,0.326,0.131,0.169,0.137,0.47,0.493,0.507,0.35,0.512,0.292,0.157
-203471-203501-1627736-1631105-1641709-,D. Schröder - T. Hardaway Jr. - M. Beasley - J. Duren - A. Thompson,1610612765,DET,71.3,128.5,108.1,20.4,98.29,0.578,0.305,0.597,0.681,0.319,0.032,0.114,0.178,0.497,0.597,0.403,0.364,0.516,0.289,0.122
-1628991-1629634-1630217-1630590-1642377-,J. Jackson Jr. - B. Clarke - D. Bane - S. Pippen Jr. - J. Wells,1610612763,MEM,71.1,100.0,109.7,-9.7,106.02,0.538,0.199,0.677,0.618,0.382,0.05,0.145,0.113,0.516,0.677,0.323,0.408,0.541,0.131,0.135
-201569-1626162-1627824-1630178-1642348-,E. Gordon - K. Oubre Jr. - G. Yabusele - T. Maxey - J. Edwards,1610612755,PHI,70.4,109.4,122.0,-12.6,101.92,0.571,0.149,0.594,0.567,0.433,0.061,0.209,0.086,0.466,0.594,0.406,0.293,0.644,0.288,0.207
-1629028-1630166-1630703-1631101-1641739-,D. Ayton - D. Avdija - S. Henderson - S. Sharpe - T. Camara,1610612757,POR,70.4,117.9,112.1,5.8,102.3,0.628,0.242,0.597,0.648,0.352,0.09,0.225,0.157,0.483,0.597,0.403,0.512,0.636,0.195,0.208
-203924-1629014-1630166-1641739-1642270-,J. Grant - A. Simons - D. Avdija - T. Camara - D. Clingan,1610612757,POR,70.3,116.5,81.6,34.8,107.93,0.632,0.331,0.734,0.52,0.48,0.011,0.283,0.152,0.38,0.734,0.266,0.267,0.405,0.229,0.203
-1628384-1628969-1628973-1630173-1630540-,O. Anunoby - M. Bridges - J. Brunson - P. Achiuwa - M. McBride,1610612752,NYK,69.9,108.8,102.7,6.2,101.97,0.554,0.333,0.537,0.524,0.476,0.075,0.081,0.219,0.388,0.537,0.463,0.429,0.531,0.146,0.18
-1628378-1629631-1629660-1630241-1630596-,D. Mitchell - D. Hunter - T. Jerome - S. Merrill - E. Mobley,1610612739,CLE,69.9,117.0,116.9,0.1,107.51,0.613,0.281,0.529,0.541,0.459,0.032,0.134,0.14,0.441,0.529,0.471,0.387,0.532,0.288,0.123
-201569-202331-1626162-1627824-1630178-,E. Gordon - P. George - K. Oubre Jr. - G. Yabusele - T. Maxey,1610612755,PHI,69.9,114.1,115.6,-1.5,97.21,0.634,0.252,0.537,0.539,0.461,0.037,0.105,0.173,0.309,0.537,0.463,0.358,0.542,0.212,0.135
-101108-203084-1630170-1631110-1642264-,C. Paul - H. Barnes - D. Vassell - J. Sochan - S. Castle,1610612759,SAS,69.8,102.7,128.1,-25.4,103.81,0.543,0.209,0.729,0.519,0.481,0.039,0.072,0.085,0.444,0.729,0.271,0.4,0.623,0.116,0.111
-201942-1627734-1628368-1628370-1631165-,D. DeRozan - D. Sabonis - D. Fox - M. Monk - K. Ellis,1610612758,SAC,69.4,130.4,113.1,17.3,104.09,0.658,0.292,0.542,0.592,0.408,0.114,0.119,0.161,0.446,0.542,0.458,0.458,0.558,0.271,0.17
-203501-1627736-1630595-1631105-1641709-,T. Hardaway Jr. - M. Beasley - C. Cunningham - J. Duren - A. Thompson,1610612765,DET,69.4,120.7,109.9,10.8,104.44,0.63,0.221,0.543,0.634,0.366,0.044,0.254,0.133,0.541,0.543,0.457,0.4,0.569,0.293,0.178
-203484-1629048-1630175-1631216-1641783-,K. Caldwell-Pope - G. Bitadze - C. Anthony - C. Houstan - T. da Silva,1610612753,ORL,68.8,99.2,100.0,-0.8,87.54,0.475,0.102,0.615,0.586,0.414,0.11,0.079,0.079,0.504,0.615,0.385,0.348,0.475,0.117,0.171
-1629014-1629028-1630166-1630703-1641739-,A. Simons - D. Ayton - D. Avdija - S. Henderson - T. Camara,1610612757,POR,68.8,112.9,104.9,8.0,101.15,0.559,0.386,0.571,0.669,0.331,0.06,0.157,0.229,0.422,0.571,0.429,0.333,0.586,0.305,0.21
